timestamp,zone_id,ambient_light_lux,motion_detected,temperature_celsius,occupancy_count,day_of_week,time_of_day,weather_condition,special_event_flag,energy_price_per_kwh,prev_hour_energy_usage_kwh,traffic_density,avg_pedestrian_speed,adjusted_light_intensity,energy_consumption_kwh,lighting_action_class
2024-03-13 17:34:00,7,5931.24,1,15.42,19,Wednesday,Evening,Clear,0,3.0,5.9,38.9,3.48,37.33,0.867,0
2024-03-13 18:18:00,1,163.03,1,28.77,9,Wednesday,Evening,Clear,0,3.97,4.33,13.1,0.14,84.95,1.903,1
2024-03-13 19:02:00,5,557.53,1,23.6,6,Wednesday,Evening,Clear,0,3.0,1.43,11.6,1.88,88.3,1.998,1
2024-03-13 19:45:00,10,0.0,1,22.51,17,Wednesday,Evening,Clear,0,3.19,2.16,31.0,4.05,83.19,1.962,1
2024-03-13 20:29:00,2,0.0,1,23.78,18,Wednesday,Evening,Cloudy,0,3.24,5.02,27.4,4.82,98.56,2.412,1
2024-03-13 21:13:00,11,258.74,0,17.77,5,Wednesday,Night,Cloudy,0,3.82,2.65,29.1,1.41,100.0,2.123,1
2024-03-13 21:57:00,4,78.03,0,21.27,3,Wednesday,Night,Rainy,0,4.04,4.35,12.2,3.46,86.21,2.128,1
2024-03-13 22:41:00,7,0.0,0,25.94,0,Wednesday,Night,Clear,0,5.57,2.93,3.1,2.18,59.36,0.928,0
2024-03-13 23:24:00,12,305.36,0,27.73,7,Wednesday,Night,Clear,0,3.94,3.28,12.8,3.37,59.54,1.209,0
2024-03-14 00:08:00,1,194.52,0,19.31,3,Thursday,Night,Clear,0,4.65,4.53,14.2,3.66,83.26,1.77,1
2024-03-14 00:52:00,10,198.91,1,32.38,16,Thursday,Night,Clear,0,4.36,0.7,40.2,3.6,83.81,1.983,1
2024-03-14 01:36:00,5,0.0,0,21.23,7,Thursday,Night,Clear,0,4.15,1.57,27.1,3.13,72.3,1.75,1
2024-03-14 02:20:00,12,279.88,0,21.92,14,Thursday,Night,Clear,0,5.17,3.32,29.9,1.88,79.57,1.491,1
2024-03-14 03:03:00,12,181.76,0,43.16,5,Thursday,Night,Clear,0,4.36,4.2,13.9,3.26,96.16,2.018,1
2024-03-14 03:47:00,2,0.0,1,31.2,23,Thursday,Night,Cloudy,0,5.93,2.06,36.6,4.02,95.32,2.108,1
2024-03-14 04:31:00,5,126.63,0,14.41,4,Thursday,Night,Clear,0,5.94,0.0,4.4,3.97,82.58,1.583,1
2024-03-14 05:15:00,7,0.0,0,34.8,9,Thursday,Night,Clear,0,5.72,2.47,8.9,2.62,70.8,1.843,1
2024-03-14 05:59:00,9,734.79,0,16.98,2,Thursday,Night,Cloudy,0,5.76,2.25,2.2,3.7,58.56,1.221,0
2024-03-14 06:42:00,8,6469.09,0,20.31,9,Thursday,Morning,Clear,0,6.71,2.27,20.0,2.76,33.31,0.555,0
2024-03-14 07:26:00,9,6065.6,1,26.24,10,Thursday,Morning,Clear,0,4.97,1.97,28.3,3.9,31.4,0.797,0
2024-03-14 08:10:00,6,5696.31,0,21.59,18,Thursday,Morning,Clear,0,5.27,0.73,33.5,3.38,65.88,1.548,0
2024-03-14 08:54:00,9,4483.34,1,16.18,15,Thursday,Morning,Clear,0,7.43,1.54,29.4,4.38,37.9,1.118,0
2024-03-14 09:38:00,9,6472.27,1,19.02,13,Thursday,Morning,Clear,0,7.17,2.33,19.7,1.39,94.91,2.154,1
2024-03-14 10:22:00,8,7601.33,0,19.73,8,Thursday,Morning,Cloudy,0,6.87,3.63,28.2,4.32,51.45,0.9,0
2024-03-14 11:05:00,7,10472.74,0,22.82,5,Thursday,Morning,Clear,0,5.52,0.0,8.5,4.2,48.11,0.77,0
2024-03-14 11:49:00,2,5221.35,0,25.08,15,Thursday,Morning,Clear,0,5.11,2.15,40.4,4.59,31.47,1.107,0
2024-03-14 12:33:00,9,7213.73,0,29.48,3,Thursday,Afternoon,Clear,0,5.56,1.58,24.9,1.33,48.57,1.093,0
2024-03-14 13:17:00,7,5603.58,0,31.68,9,Thursday,Afternoon,Cloudy,0,5.03,1.87,21.6,4.87,30.62,0.801,2
2024-03-14 14:01:00,10,7972.27,0,25.71,13,Thursday,Afternoon,Clear,0,4.44,3.95,32.2,2.22,43.89,0.785,0
2024-03-14 14:44:00,12,7281.6,0,29.12,12,Thursday,Afternoon,Foggy,0,4.34,4.12,39.2,2.47,83.64,1.883,1
2024-03-14 15:28:00,10,7713.65,0,26.26,7,Thursday,Afternoon,Clear,0,3.28,5.48,29.9,4.02,48.04,1.059,0
2024-03-14 16:12:00,11,5950.47,0,24.51,4,Thursday,Afternoon,Clear,1,3.35,1.97,12.9,2.49,84.37,1.829,1
2024-03-14 16:56:00,11,7991.55,1,27.04,13,Thursday,Afternoon,Clear,0,3.37,2.14,36.2,3.46,87.29,2.219,1
2024-03-14 17:40:00,12,7768.01,1,22.49,7,Thursday,Evening,Rainy,0,3.76,4.36,2.4,3.91,89.01,2.085,1
2024-03-14 18:23:00,6,0.0,1,23.93,27,Thursday,Evening,Clear,0,3.0,1.71,54.6,1.29,79.42,2.154,1
2024-03-14 19:07:00,11,0.0,0,12.71,4,Thursday,Evening,Clear,0,4.28,4.17,20.6,3.5,80.44,1.434,1
2024-03-14 19:51:00,7,120.76,0,19.31,22,Thursday,Evening,Clear,0,3.4,3.02,45.0,4.71,96.27,2.387,1
2024-03-14 20:35:00,10,0.0,1,23.96,12,Thursday,Evening,Rainy,0,4.56,2.45,29.9,2.49,92.64,2.055,1
2024-03-14 21:19:00,6,0.0,0,34.96,8,Thursday,Night,Clear,0,3.0,1.4,24.5,3.01,95.23,2.269,1
2024-03-14 22:02:00,4,0.0,0,20.43,6,Thursday,Night,Clear,0,3.3,2.72,18.1,2.22,88.72,1.676,1
2024-03-14 22:46:00,5,0.0,1,31.11,14,Thursday,Night,Clear,0,3.51,4.37,29.9,3.56,81.33,1.607,1
2024-03-14 23:30:00,11,0.0,0,31.29,1,Thursday,Night,Clear,0,4.88,1.36,0.7,2.34,81.42,1.436,1
2024-03-15 00:14:00,6,0.0,0,26.03,14,Friday,Night,Rainy,0,3.79,0.0,19.6,0.73,75.38,1.632,1
2024-03-15 00:58:00,5,0.0,0,17.16,3,Friday,Night,Cloudy,0,6.07,2.94,21.7,3.19,80.53,1.335,1
2024-03-15 01:41:00,1,0.0,0,32.85,5,Friday,Night,Clear,0,5.22,3.55,27.1,3.79,80.25,1.663,1
2024-03-15 02:25:00,9,657.46,0,25.43,4,Friday,Night,Clear,0,6.68,2.61,12.1,2.86,47.14,0.444,0
2024-03-15 03:09:00,1,30.62,1,21.53,13,Friday,Night,Clear,0,6.24,1.52,27.6,4.08,83.09,1.837,1
2024-03-15 03:53:00,11,58.22,0,31.57,6,Friday,Night,Clear,0,6.47,1.65,16.4,2.53,82.91,1.644,1
2024-03-15 04:37:00,5,1068.4,1,30.73,18,Friday,Night,Clear,0,5.71,2.14,33.7,5.23,76.51,1.656,1
2024-03-15 05:20:00,7,283.07,0,20.87,5,Friday,Night,Clear,0,6.14,4.62,7.9,4.25,79.04,1.752,1
2024-03-15 06:04:00,3,3041.81,0,28.81,6,Friday,Morning,Clear,0,6.72,0.49,14.9,3.61,17.55,0.174,2
2024-03-15 06:48:00,5,7760.56,0,19.4,1,Friday,Morning,Clear,0,5.34,2.08,15.4,1.42,44.35,0.888,2
2024-03-15 07:32:00,2,7896.47,1,39.84,15,Friday,Morning,Clear,0,6.74,5.02,20.8,2.58,81.36,1.478,1
2024-03-15 08:16:00,10,7148.66,0,21.86,18,Friday,Morning,Cloudy,0,6.35,3.97,38.2,4.04,17.12,0.476,2
2024-03-15 08:59:00,3,6442.24,1,15.82,5,Friday,Morning,Cloudy,0,5.5,1.67,28.7,3.23,46.4,0.87,0
2024-03-15 09:43:00,10,7279.37,1,29.49,9,Friday,Morning,Rainy,0,6.11,5.32,23.2,4.29,85.02,1.777,1
2024-03-15 10:27:00,8,6387.88,0,23.03,17,Friday,Morning,Clear,0,5.29,0.93,25.7,2.78,44.55,1.341,0
2024-03-15 11:11:00,2,8543.28,1,16.42,28,Friday,Morning,Rainy,0,5.83,4.89,55.2,2.6,100.0,2.374,1
2024-03-15 11:55:00,5,8097.63,0,29.47,8,Friday,Morning,Cloudy,0,5.92,2.81,24.5,1.91,48.54,1.178,0
2024-03-15 12:38:00,11,8875.21,0,19.86,5,Friday,Afternoon,Clear,0,5.39,4.7,9.6,2.91,38.88,0.609,0
2024-03-15 13:22:00,6,8206.93,0,22.59,14,Friday,Afternoon,Cloudy,0,4.17,4.45,28.2,3.09,41.65,0.853,0
2024-03-15 14:06:00,3,7057.82,0,23.46,6,Friday,Afternoon,Clear,0,3.46,1.38,28.0,4.95,52.31,0.955,0
2024-03-15 14:50:00,6,8182.93,0,22.09,14,Friday,Afternoon,Rainy,0,4.73,3.49,25.4,0.34,75.91,1.618,1
2024-03-15 15:34:00,12,5567.56,0,31.77,7,Friday,Afternoon,Rainy,0,3.82,0.2,18.5,3.08,36.46,0.716,0
2024-03-15 16:17:00,2,7184.47,0,19.28,11,Friday,Afternoon,Rainy,0,3.49,2.25,44.6,2.21,92.56,1.803,1
2024-03-15 17:01:00,9,8242.08,0,36.31,2,Friday,Evening,Clear,0,3.98,3.26,4.0,2.17,28.64,0.283,2
2024-03-15 17:45:00,12,6940.33,1,22.63,12,Friday,Evening,Cloudy,0,3.95,3.14,26.1,3.06,46.06,1.202,0
2024-03-15 18:29:00,1,0.0,0,20.67,1,Friday,Evening,Clear,0,3.18,3.14,12.2,0.71,89.51,1.482,1
2024-03-15 19:13:00,8,213.01,0,29.13,12,Friday,Evening,Clear,0,3.49,3.61,37.5,4.26,79.74,1.652,1
2024-03-15 19:56:00,10,8.12,1,20.83,6,Friday,Evening,Cloudy,0,3.73,3.69,12.3,2.64,88.17,1.838,1
2024-03-15 20:40:00,11,177.25,0,20.29,12,Friday,Evening,Cloudy,0,4.04,2.63,17.5,2.02,83.02,1.593,1
2024-03-15 21:24:00,7,0.0,1,30.41,21,Friday,Night,Clear,0,4.08,4.18,43.7,2.66,79.76,2.066,1
2024-03-15 22:08:00,8,170.62,0,27.75,8,Friday,Night,Clear,0,4.69,2.46,17.9,2.33,100.0,1.791,1
2024-03-15 22:52:00,1,0.0,0,22.57,6,Friday,Night,Clear,0,4.87,2.61,12.7,3.39,74.04,1.623,1
2024-03-15 23:35:00,3,0.0,1,21.6,16,Friday,Night,Cloudy,1,4.1,6.16,19.7,3.86,85.42,1.93,1
2024-03-16 00:19:00,4,145.11,0,28.54,3,Saturday,Night,Clear,0,4.2,1.36,16.2,4.02,54.55,1.158,0
2024-03-16 01:03:00,4,0.0,0,33.03,3,Saturday,Night,Cloudy,0,4.29,0.69,12.4,3.74,94.65,2.18,1
2024-03-16 01:47:00,11,11.15,0,26.7,5,Saturday,Night,Clear,0,5.57,0.74,18.9,3.73,75.56,1.576,1
2024-03-16 02:31:00,2,37.97,0,23.46,11,Saturday,Night,Clear,0,5.4,3.5,18.2,3.9,81.32,1.985,1
2024-03-16 03:15:00,5,324.16,0,24.51,5,Saturday,Night,Clear,0,6.99,2.07,20.2,3.03,74.33,1.282,0
2024-03-16 03:58:00,12,142.83,0,23.66,3,Saturday,Night,Clear,0,6.09,3.08,26.1,2.81,69.73,1.85,1
2024-03-16 04:42:00,2,46.68,0,30.44,7,Saturday,Night,Clear,0,6.5,0.21,33.3,4.15,87.68,2.104,1
2024-03-16 05:26:00,5,0.0,0,21.21,8,Saturday,Night,Rainy,0,6.7,1.97,18.5,3.38,83.92,2.115,1
2024-03-16 06:10:00,1,7699.07,0,29.03,6,Saturday,Morning,Rainy,0,5.89,1.12,30.3,3.23,90.71,1.704,1
2024-03-16 06:54:00,5,8697.39,0,19.56,7,Saturday,Morning,Cloudy,0,5.94,0.12,6.9,3.11,52.66,1.168,0
2024-03-16 07:37:00,11,7122.15,0,23.72,5,Saturday,Morning,Clear,0,5.58,3.62,17.1,1.88,78.37,1.796,1
2024-03-16 08:21:00,9,7710.98,1,26.52,6,Saturday,Morning,Clear,0,6.4,0.95,13.5,4.01,96.75,1.903,1
2024-03-16 09:05:00,7,3358.66,0,32.25,7,Saturday,Morning,Clear,0,6.44,3.3,13.6,2.72,54.13,1.023,0
2024-03-16 09:49:00,11,8883.22,1,24.9,14,Saturday,Morning,Clear,0,5.91,4.69,23.4,1.93,56.66,1.281,0
2024-03-16 10:33:00,9,4009.78,0,17.93,3,Saturday,Morning,Cloudy,0,5.1,3.28,14.8,2.56,41.78,1.12,0
2024-03-16 11:16:00,4,34638.55,0,-3.7600000000000016,20,Saturday,Morning,Cloudy,0,5.29,3.59,4.8,3.69,27.13,0.325,2
2024-03-16 12:00:00,10,6807.39,0,36.94,7,Saturday,Afternoon,Clear,0,5.56,5.2,16.8,2.47,38.75,0.577,2
2024-03-16 12:44:00,1,7238.25,1,21.86,15,Saturday,Afternoon,Clear,0,4.84,2.51,26.9,1.27,100.0,2.455,1
2024-03-16 13:28:00,4,9693.74,0,24.62,3,Saturday,Afternoon,Cloudy,0,4.49,0.0,3.2,1.97,54.7,0.75,0
2024-03-16 14:12:00,4,5857.34,0,22.5,6,Saturday,Afternoon,Cloudy,0,3.58,0.2,16.5,3.38,47.71,0.777,0
2024-03-16 14:55:00,2,7063.18,0,28.07,20,Saturday,Afternoon,Cloudy,0,5.07,0.19,47.5,2.47,35.31,0.834,0
2024-03-16 15:39:00,7,7440.3,0,26.62,5,Saturday,Afternoon,Rainy,0,3.63,0.0,19.1,2.53,69.95,1.191,1
2024-03-16 16:23:00,2,7600.67,0,33.27,7,Saturday,Afternoon,Foggy,0,4.51,0.0,12.3,3.42,87.64,2.055,1
2024-03-16 17:07:00,1,8053.11,1,19.8,15,Saturday,Evening,Cloudy,0,3.6,1.98,32.7,1.54,35.21,0.68,0
2024-03-16 17:51:00,12,3660.43,1,19.13,12,Saturday,Evening,Rainy,0,5.42,2.36,32.7,1.55,90.16,2.393,1
2024-03-16 18:34:00,8,0.0,0,25.86,8,Saturday,Evening,Clear,0,3.48,0.6,21.1,3.86,73.56,1.784,1
2024-03-16 19:18:00,4,0.0,0,23.48,2,Saturday,Evening,Clear,0,4.87,2.81,8.3,3.0,71.91,1.51,1
2024-03-16 20:02:00,2,101.91,1,21.58,7,Saturday,Evening,Rainy,0,4.53,4.24,19.0,1.65,94.54,2.069,1
2024-03-16 20:46:00,11,0.0,1,24.02,9,Saturday,Evening,Clear,0,3.45,1.91,23.4,2.58,76.52,1.49,1
2024-03-16 21:30:00,7,406.93,0,26.15,9,Saturday,Night,Clear,0,3.8,1.96,31.8,3.17,53.28,0.91,0
2024-03-16 22:13:00,2,492.04,0,33.69,9,Saturday,Night,Clear,0,3.0,1.72,25.1,2.9,65.16,1.075,0
2024-03-16 22:57:00,11,636.97,0,25.36,5,Saturday,Night,Foggy,0,4.01,1.61,18.8,1.52,51.81,1.032,0
2024-03-16 23:41:00,11,0.0,0,23.96,5,Saturday,Night,Clear,0,4.11,4.24,15.7,4.43,89.35,2.237,1
2024-03-17 00:25:00,5,0.0,0,20.85,5,Sunday,Night,Foggy,0,4.44,1.85,10.8,1.5,75.13,1.655,1
2024-03-17 01:09:00,11,290.11,0,15.58,4,Sunday,Night,Clear,0,5.79,5.17,9.6,2.71,75.89,1.374,1
2024-03-17 01:52:00,6,11.17,0,26.14,8,Sunday,Night,Clear,0,5.74,4.02,27.6,2.91,81.28,1.443,1
2024-03-17 02:36:00,6,0.0,1,18.67,12,Sunday,Night,Rainy,0,5.85,2.79,29.3,2.5,91.05,2.338,1
2024-03-17 03:20:00,2,0.0,0,32.9,9,Sunday,Night,Clear,0,5.7,0.0,21.0,2.71,80.12,1.936,1
2024-03-17 04:04:00,1,155.34,0,19.66,2,Sunday,Night,Clear,0,5.28,4.08,16.4,2.95,81.06,1.543,1
2024-03-17 04:48:00,12,0.0,0,28.89,9,Sunday,Night,Clear,0,6.98,5.08,17.1,3.49,45.33,0.931,0
2024-03-17 05:31:00,2,31.48,1,26.74,8,Sunday,Night,Cloudy,0,6.95,3.7,30.1,3.9,86.02,1.618,1
2024-03-17 06:15:00,9,7313.4,1,37.05,10,Sunday,Morning,Clear,0,6.54,0.0,21.2,2.28,82.75,1.952,1
2024-03-17 06:59:00,11,9804.08,0,37.37,5,Sunday,Morning,Cloudy,0,6.9,0.34,13.1,4.06,56.06,1.073,0
2024-03-17 07:43:00,10,6751.85,0,31.09,13,Sunday,Morning,Rainy,0,6.85,3.97,21.2,2.65,79.46,2.144,1
2024-03-17 08:27:00,6,9509.0,0,28.03,8,Sunday,Morning,Clear,0,5.53,2.16,9.7,2.11,28.47,0.591,2
2024-03-17 09:10:00,4,8909.14,1,24.72,6,Sunday,Morning,Clear,0,6.78,1.08,16.8,2.28,48.68,1.044,0
2024-03-17 09:54:00,11,7245.54,1,36.21,9,Sunday,Morning,Foggy,0,6.21,4.21,25.1,1.1,88.17,1.788,1
2024-03-17 10:38:00,5,7289.96,0,26.52,5,Sunday,Morning,Clear,0,5.17,5.76,24.8,3.55,28.35,0.614,2
2024-03-17 11:22:00,11,8403.13,0,18.63,6,Sunday,Morning,Clear,0,5.29,5.14,29.7,5.02,45.43,0.967,0
2024-03-17 12:06:00,2,7949.79,1,24.05,12,Sunday,Afternoon,Rainy,0,5.94,1.73,41.2,4.84,77.38,1.621,1
2024-03-17 12:49:00,11,6340.45,0,27.56,5,Sunday,Afternoon,Clear,0,5.18,1.35,22.7,2.26,40.35,0.665,0
2024-03-17 13:33:00,7,7503.47,0,24.46,10,Sunday,Afternoon,Foggy,0,3.43,2.77,17.9,2.35,100.0,2.473,1
2024-03-17 14:17:00,3,8475.67,0,24.84,3,Sunday,Afternoon,Cloudy,0,5.22,1.86,11.4,5.01,43.58,0.924,0
2024-03-17 15:01:00,2,4632.32,0,33.45,9,Sunday,Afternoon,Clear,0,3.59,0.2,28.5,3.52,46.24,1.127,0
2024-03-17 15:45:00,1,4631.13,0,18.79,6,Sunday,Afternoon,Clear,0,3.18,2.53,19.6,3.1,38.48,0.747,0
2024-03-17 16:29:00,7,8915.91,0,23.01,3,Sunday,Afternoon,Cloudy,0,3.72,1.75,18.5,3.39,37.66,0.576,0
2024-03-17 17:12:00,11,7649.41,0,24.73,4,Sunday,Evening,Clear,0,3.0,0.56,24.3,2.37,56.64,1.253,0
2024-03-17 17:56:00,10,6669.13,1,30.18,16,Sunday,Evening,Clear,0,4.81,3.59,27.2,4.24,98.47,2.484,1
2024-03-17 18:40:00,6,1.07,1,17.54,16,Sunday,Evening,Cloudy,0,3.0,3.01,26.8,1.87,86.9,2.032,1
2024-03-17 19:24:00,3,146.79,1,25.15,8,Sunday,Evening,Clear,0,3.93,1.72,18.2,2.78,79.21,1.682,1
2024-03-17 20:08:00,8,0.0,1,20.11,6,Sunday,Evening,Clear,0,3.59,0.37,26.2,3.28,82.69,1.843,1
2024-03-17 20:51:00,7,0.0,0,28.7,7,Sunday,Evening,Clear,0,3.72,4.56,25.1,2.43,84.26,1.278,1
2024-03-17 21:35:00,11,345.71,1,28.07,16,Sunday,Night,Cloudy,0,3.16,6.32,35.0,2.68,47.63,0.941,0
2024-03-17 22:19:00,12,17.88,0,31.2,9,Sunday,Night,Clear,0,4.39,7.33,26.9,1.48,86.21,1.172,1
2024-03-17 23:03:00,4,496.46,0,31.89,6,Sunday,Night,Clear,0,4.12,2.82,18.6,4.2,66.47,1.669,0
2024-03-17 23:47:00,7,713.2,0,35.85,3,Sunday,Night,Cloudy,0,4.39,1.59,23.2,1.8,48.26,0.762,0
2024-03-18 00:30:00,8,40.42,1,40.27,8,Monday,Night,Clear,0,5.44,2.54,12.9,2.01,92.22,2.146,1
2024-03-18 01:14:00,11,0.0,0,21.72,5,Monday,Night,Foggy,0,4.58,2.48,10.3,4.92,88.63,1.837,1
2024-03-18 01:58:00,12,79.15,0,18.25,12,Monday,Night,Foggy,0,6.03,1.85,31.5,2.89,91.65,2.09,1
2024-03-18 02:42:00,11,126.19,0,27.51,6,Monday,Night,Cloudy,0,6.47,1.19,6.8,3.7,81.82,1.747,1
2024-03-18 03:26:00,7,0.0,0,23.44,15,Monday,Night,Clear,0,5.49,4.27,13.7,3.81,93.8,2.045,1
2024-03-18 04:09:00,2,464.43,0,25.38,9,Monday,Night,Cloudy,0,4.73,2.17,18.1,4.28,61.39,1.432,0
2024-03-18 04:53:00,3,0.0,0,17.82,4,Monday,Night,Clear,0,8.0,1.32,34.9,3.3,100.0,2.009,1
2024-03-18 05:37:00,6,0.0,0,20.57,6,Monday,Night,Rainy,0,6.06,1.02,13.8,3.99,99.52,2.191,1
2024-03-18 06:21:00,11,8300.7,0,20.45,5,Monday,Morning,Cloudy,0,6.91,3.22,11.3,2.15,49.39,0.893,0
2024-03-18 07:05:00,2,7738.61,1,27.96,9,Monday,Morning,Rainy,0,6.33,0.03,37.2,2.01,90.46,1.976,1
2024-03-18 07:48:00,1,8873.78,1,20.46,11,Monday,Morning,Clear,0,6.17,0.75,36.8,0.92,92.93,1.845,1
2024-03-18 08:32:00,3,5157.35,0,27.4,5,Monday,Morning,Clear,0,5.7,4.96,21.6,3.06,52.22,1.225,0
2024-03-18 09:16:00,3,7619.0,0,41.04,3,Monday,Morning,Clear,0,5.8,2.88,15.0,2.97,21.02,0.558,0
2024-03-18 10:00:00,5,4205.01,0,24.02,3,Monday,Morning,Cloudy,0,5.55,0.0,9.3,4.58,21.8,0.713,2
2024-03-18 10:44:00,2,8365.47,0,28.53,7,Monday,Morning,Clear,0,5.1,0.0,0.0,4.64,36.22,0.449,0
2024-03-18 11:27:00,7,8829.45,0,31.08,9,Monday,Morning,Clear,0,6.08,1.53,28.0,3.55,35.46,0.674,0
2024-03-18 12:11:00,9,5578.23,0,31.21,4,Monday,Afternoon,Foggy,0,6.24,4.09,10.0,1.32,79.85,1.291,1
2024-03-18 12:55:00,11,6456.82,0,24.88,2,Monday,Afternoon,Clear,0,5.08,2.82,19.3,3.54,48.09,0.959,2
2024-03-18 13:39:00,8,4967.61,1,24.04,10,Monday,Afternoon,Clear,0,4.37,2.51,23.9,4.67,55.07,1.434,0
2024-03-18 14:23:00,11,7804.7,0,26.15,5,Monday,Afternoon,Clear,0,4.16,1.64,15.7,3.13,41.85,0.736,0
2024-03-18 15:06:00,10,9000.76,0,17.48,5,Monday,Afternoon,Clear,0,4.39,1.29,28.1,4.23,93.21,2.087,1
2024-03-18 15:50:00,1,5690.79,0,20.95,4,Monday,Afternoon,Cloudy,0,3.63,0.0,23.4,3.32,42.97,1.011,0
2024-03-18 16:34:00,9,7957.97,0,33.94,1,Monday,Afternoon,Cloudy,0,3.64,0.74,15.4,2.91,20.15,0.481,2
2024-03-18 17:18:00,5,45567.25,1,-1.6999999999999993,160,Monday,Evening,Clear,0,3.61,2.2,36.7,0.61,86.47,1.904,1
2024-03-18 18:02:00,2,0.0,1,25.52,11,Monday,Evening,Cloudy,0,3.0,3.76,31.6,2.0,87.95,1.77,1
2024-03-18 18:45:00,3,0.0,1,37.96,11,Monday,Evening,Clear,0,3.7,0.06,31.5,4.09,93.27,2.11,1
2024-03-18 19:29:00,8,136.22,1,20.96,11,Monday,Evening,Rainy,0,3.22,2.23,42.1,2.89,88.26,1.606,1
2024-03-18 20:13:00,12,445.71,1,26.89,12,Monday,Evening,Clear,0,3.24,4.44,35.7,3.72,86.69,1.764,1
2024-03-18 20:57:00,10,0.0,1,32.45,11,Monday,Evening,Foggy,0,3.45,2.76,19.2,2.07,94.45,2.145,1
2024-03-18 21:41:00,8,81.51,0,22.99,8,Monday,Night,Foggy,0,4.4,3.34,29.6,3.67,100.0,1.953,1
2024-03-18 22:24:00,5,0.0,0,29.07,7,Monday,Night,Clear,0,4.68,2.97,29.8,2.19,67.6,1.869,0
2024-03-18 23:08:00,9,0.0,0,21.42,3,Monday,Night,Cloudy,0,4.48,1.98,19.1,3.53,82.06,1.268,1
2024-03-18 23:52:00,11,539.6,0,28.5,1,Monday,Night,Cloudy,0,4.07,2.45,6.7,3.32,52.33,1.147,0
2024-03-19 00:36:00,3,425.23,0,34.62,6,Tuesday,Night,Clear,0,5.83,0.57,19.9,2.45,62.72,1.222,0
2024-03-19 01:20:00,1,0.0,0,32.42,3,Tuesday,Night,Clear,0,5.04,1.9,20.1,2.35,98.13,2.492,1
2024-03-19 02:03:00,1,0.0,0,27.62,6,Tuesday,Night,Foggy,0,5.2,2.45,11.7,3.06,74.21,1.391,1
2024-03-19 02:47:00,3,433.51,0,24.7,6,Tuesday,Night,Clear,0,4.26,0.91,23.0,3.52,69.14,1.068,0
2024-03-19 03:31:00,12,431.59,1,12.61,13,Tuesday,Night,Rainy,0,5.38,0.0,19.7,1.64,74.85,1.602,1
2024-03-19 04:15:00,1,244.62,0,30.19,7,Tuesday,Night,Clear,0,5.39,4.09,19.5,3.31,69.76,1.817,1
2024-03-19 04:59:00,10,432.16,1,19.47,15,Tuesday,Night,Rainy,0,7.04,4.39,42.6,3.89,93.91,2.322,1
2024-03-19 05:42:00,8,0.0,0,22.21,14,Tuesday,Night,Clear,0,6.44,4.72,33.4,3.39,86.5,2.155,1
2024-03-19 06:26:00,5,7958.06,0,24.21,8,Tuesday,Morning,Cloudy,0,7.45,2.63,12.1,3.26,50.09,0.791,0
2024-03-19 07:10:00,10,4390.2,1,33.83,16,Tuesday,Morning,Clear,0,6.48,5.25,44.3,1.42,45.13,1.085,0
2024-03-19 07:54:00,1,6597.18,0,23.03,0,Tuesday,Morning,Cloudy,0,6.4,0.31,22.4,3.08,27.44,0.507,2
2024-03-19 08:38:00,12,5856.4,0,27.26,12,Tuesday,Morning,Clear,0,6.35,1.52,20.3,4.29,47.29,0.938,0
2024-03-19 09:22:00,12,8110.84,0,27.28,5,Tuesday,Morning,Clear,0,7.48,1.18,18.2,5.08,47.54,1.232,0
2024-03-19 10:05:00,2,6710.53,0,27.32,2,Tuesday,Morning,Clear,0,6.67,1.68,8.6,2.55,22.64,0.637,2
2024-03-19 10:49:00,11,6080.19,0,30.2,4,Tuesday,Morning,Cloudy,0,5.95,3.41,19.2,1.87,38.68,0.879,0
2024-03-19 11:33:00,1,7493.95,0,31.58,2,Tuesday,Morning,Clear,0,5.77,1.27,20.6,2.2,31.48,0.452,2
2024-03-19 12:17:00,9,6362.55,0,27.54,4,Tuesday,Afternoon,Rainy,0,4.05,4.74,15.8,2.21,79.55,1.893,1
2024-03-19 13:01:00,11,68580.5,0,-5.219999999999999,30,Tuesday,Afternoon,Rainy,0,4.56,5.61,17.5,2.48,74.47,1.594,1
2024-03-19 13:44:00,3,2604.02,1,23.97,9,Tuesday,Afternoon,Foggy,0,3.81,4.6,23.3,2.23,79.04,1.352,1
2024-03-19 14:28:00,3,5099.54,0,32.58,6,Tuesday,Afternoon,Rainy,0,4.44,3.24,11.4,2.54,81.55,1.654,1
2024-03-19 15:12:00,5,6751.61,0,22.6,7,Tuesday,Afternoon,Clear,0,3.94,0.0,19.5,2.0,50.82,0.947,0
2024-03-19 15:56:00,10,5218.4,1,25.69,18,Tuesday,Afternoon,Clear,0,4.43,2.71,23.7,1.26,94.5,2.281,1
2024-03-19 16:40:00,12,7061.23,0,29.03,9,Tuesday,Afternoon,Clear,0,3.82,0.0,47.6,3.81,30.68,0.332,0
2024-03-19 17:23:00,8,8702.43,1,31.4,13,Tuesday,Evening,Clear,0,3.81,3.03,29.8,4.44,84.89,1.984,1
2024-03-19 18:07:00,4,46.48,1,26.08,10,Tuesday,Evening,Rainy,0,3.23,4.44,34.4,2.13,87.65,1.862,1
2024-03-19 18:51:00,9,632.5,1,18.66,4,Tuesday,Evening,Clear,0,4.44,2.24,24.0,1.78,41.73,0.919,0
